lostid,PartnerID,PC,PCName,Found_Date,Lost_Date,Found_Color,Lost_Color,Found_CaseColor,Lost_CaseColor,Found_Brand,Lost_Brand,Found_Material,Lost_Material,Found_CustomAttr,Lost_CustomAttr,Found_DDLocation,Lost_DDLocation,Found_Room_flight,Lost_Room_flight,Found_SerialNumber,Lost_SerialNumber,Found_Cash,Lost_Cash
22880801,16130,135,Backpack,05/06/2022,05/06/2022,0,2,0,0,0,0,0,0,8555,8555,810,0,,,,,0,0
22459566,16650,67,Wallet,03/29/2022,03/30/2022,0,2,0,0,0,0,0,39,22177,25246,0,0, 3,,,,0,0
21975272,16222,527,Vaccine Card,02/27/2022,02/27/2022,1,0,0,0,2349,0,0,0,10799,10799,0,0,E205N,E205N,,,0,0
23286277,16788,177,Keys,06/05/2022,06/06/2022,0,0,0,0,0,0,0,0,14424,14424,810,810,,,,,0,0
22998309,3216,10,Shorts,05/15/2022,05/15/2022,8,9,0,0,981,981,21,21,0,0,0,0,,,,,0,0
22594930,13798,181,Charger,04/15/2022,04/15/2022,0,3,0,0,0,0,0,0,0,0,403,0,,,,,0,0
23014865,16650,362,Tote,04/29/2022,04/29/2022,2,2,0,0,0,0,0,0,22177,25240,0,0,,,,,0,0
21677298,2621,272,Pouch,01/30/2022,01/30/2022,2,2,0,0,0,0,0,0,4364,4364,0,0,,,,,0,0
22743590,14677,132,Duffle bag,04/20/2022,04/26/2022,2,2,0,0,0,0,0,0,31867,31867,0,0,04/15/2022,04-15-22,,,0,0
21763297,7318,1,Shirt,02/07/2022,02/07/2022,8,2,0,0,0,438,3,3,0,0,0,0,,1448,,,0,0
22453876,16130,424,Disney Hats,04/27/2022,04/04/2022,6,6,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
22790343,13970,80,Inhaler,04/29/2022,04/29/2022,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23117818,15114,142,Convention bag,05/23/2022,05/23/2022,2,0,2,0,1018,0,0,0,5806,5806,0,0,5/20-5/23,LI20220520003,,,0,0
22441410,7361,40,Shoes,04/03/2022,04/03/2022,4,4,0,0,1463,0,0,0,0,0,0,0,,,,,0,0
22286116,2474,183,Laptop,03/22/2022,03/23/2022,3,3,3,0,823,822,0,0,168,168,0,0,1985,,,FZDBN53,0,0
22422541,3387,231,iPhone,04/02/2022,04/02/2022,2,2,9,12,0,0,0,0,0,0,1789,2065,,,,,0,0
22971063,16556,65,Drivers License,05/13/2022,05/14/2022,14,0,9,0,0,0,0,0,12567,12567,2064,100,,,,,0,0
22581156,6099,218,iPad,04/14/2022,04/14/2022,2,2,2,2,0,0,0,0,0,0,1248,0,,,,,0,0
22419138,16130,100,Earrings or Piercings,04/02/2022,04/02/2022,0,0,0,0,0,0,9,9,8554,8554,0,0,,,,,0,0
21932208,16650,527,Vaccine Card,02/17/2022,02/22/2022,0,0,0,0,0,0,0,0,22177,25282,267,0,,,,,0,0
22556622,3387,206,Money,04/10/2022,04/12/2022,0,0,0,0,3017,0,0,0,0,0,0,0,,,,,0,21
23143905,13518,5,Coat - Jacket,05/26/2022,05/26/2022,0,4,0,0,0,1048,18,3,4652,4652,0,0,,,,,0,0
22076204,7714,66,Credit or Debit card,03/04/2022,03/05/2022,0,0,0,0,0,98,0,0,0,0,118,0,,,,,0,0
22282482,16130,66,Credit or Debit card,03/22/2022,03/23/2022,9,0,0,0,0,96,39,0,8551,8551,0,0,,,,,0,0
22284025,16130,206,Money,03/22/2022,03/23/2022,9,0,0,0,0,0,39,0,8551,8551,0,0,,,,,0,370
22126506,16130,66,Credit or Debit card,03/11/2022,03/11/2022,0,0,0,0,98,696,0,0,8551,8551,0,0,,,,,0,0
22531904,16507,33,Sneakers,04/09/2022,04/10/2022,3,3,0,0,1409,1409,0,0,12721,12721,0,0,,,,,0,0
22034165,16909,66,Credit or Debit card,03/03/2022,03/03/2022,0,0,0,0,696,98,0,0,16146,16146,0,0,,,,,0,0
21616235,16130,66,Credit or Debit card,01/23/2022,01/24/2022,0,0,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
21763664,11422,2,Pants,01/31/2022,02/08/2022,0,3,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22079401,15898,66,Credit or Debit card,03/06/2022,03/06/2022,0,0,0,0,97,97,0,0,0,0,0,0,,,,,0,0
21625035,16650,497,MTA Metrocard - Student,01/14/2022,01/14/2022,0,0,0,0,0,0,0,0,22177,25247,0,0,,,,,0,0
22202436,14722,67,Wallet,03/11/2022,03/11/2022,2,2,0,0,0,0,42,42,6934,7083,0,0,1635,7994,,,0,0
21712023,17254,187,Camera,01/31/2022,02/03/2022,6,6,6,0,3046,3046,0,0,18928,18928,0,0,,,,BHG355161,0,0
23294016,3216,6,Dress -  Skirt,06/05/2022,06/05/2022,10,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22743271,17515,67,Wallet,04/24/2022,04/26/2022,2,2,0,0,0,0,39,39,20762,20762,0,0,,,,,0,0
22580119,13947,67,Wallet,04/14/2022,04/14/2022,9,9,0,0,0,0,58,0,0,0,0,0,,,,,0,0
23555835,6392,65,Drivers License,06/17/2022,06/24/2022,0,0,0,0,0,0,0,0,1485,1485,138,138,Amer,,,,0,0
22279230,6392,67,Wallet,03/20/2022,03/20/2022,9,9,0,0,997,0,39,39,1460,1460,0,0,2289,2289,,,0,0
23564110,16734,143,Sunglasses,06/24/2022,06/25/2022,2,2,0,0,0,0,0,0,14722,14722,0,0,,,,,0,0
22665803,5894,6,Dress -  Skirt,04/20/2022,04/20/2022,1,1,0,0,438,1078,3,0,1244,1244,0,0,,,,,0,0
21493249,6392,135,Backpack,01/10/2022,01/11/2022,2,2,0,0,0,0,0,0,1294,1294,0,0,429,,,,0,0
23161271,8092,146,Prescription glasses,05/27/2022,05/27/2022,2,2,0,0,0,0,0,0,15535,15535,0,0,,,,,0,0
22975354,16130,146,Prescription glasses,05/14/2022,05/14/2022,17,17,2,0,0,0,0,0,8571,8571,0,0,,,,,0,0
22760163,17791,1,Shirt,04/27/2022,04/27/2022,22,11,0,0,0,0,0,0,25893,25893,0,0,10-109,10109,,,0,0
21522051,8110,66,Credit or Debit card,01/14/2022,01/14/2022,0,0,0,0,1719,694,58,0,0,0,0,0,,,,,0,0
22016111,16650,461,Benefit or Insurance Card,02/22/2022,02/21/2022,0,0,0,0,0,0,0,0,25244,25244,0,0,2,,,,0,0
21347263,16650,346,ID Card - Membership or Nametag or Other ,12/20/2021,12/20/2021,0,0,0,0,0,0,0,0,22177,25241,0,0,Bx6,,,,0,0
22662331,16650,460,ID Card - Student,04/11/2022,04/14/2022,0,0,0,0,0,0,0,0,22177,25243,0,0,B83,,,,0,0
22805148,17510,66,Credit or Debit card,04/30/2022,05/01/2022,0,0,0,0,996,98,0,0,0,0,0,0,,,,,0,0
22070348,8110,66,Credit or Debit card,03/06/2022,03/06/2022,0,0,0,0,98,98,0,0,0,0,0,0,,,,,0,0
23266311,16130,425,Disney MagicBands,06/04/2022,06/04/2022,1,1,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
22068213,16520,1,Shirt,03/06/2022,03/06/2022,6,6,0,0,438,0,8,0,12178,12178,0,0,,,,,0,0
21900217,13527,181,Charger,02/19/2022,02/20/2022,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22540299,16650,206,Money,04/10/2022,04/10/2022,0,0,0,0,0,0,0,0,22177,25261,0,0,,,,,16.75,16.75
23298069,6392,67,Wallet,06/06/2022,06/06/2022,2,0,0,0,0,0,39,0,1288,1288,0,0,2295,2295,,,0,0
22067060,17076,101,Ring,03/05/2022,03/06/2022,0,0,0,0,0,0,49,10,16992,16992,0,0,,,,,0,0
21986723,16130,65,Drivers License,02/27/2022,02/27/2022,1,0,0,0,0,0,0,0,8552,8552,0,144,,,,,0,0
21933016,7322,331,High heels,02/21/2022,02/21/2022,2,2,0,0,0,0,0,0,13744,13744,0,0,1154,1154,,,0,0
23447195,16387,183,Laptop,06/17/2022,06/17/2022,2,2,0,0,822,822,0,0,11246,11246,0,0,2152 Acela,,,,0,0
22813669,16130,66,Credit or Debit card,05/01/2022,05/01/2022,0,0,0,0,696,98,0,0,8551,8551,0,0,,,,,0,0
22804229,16130,135,Backpack,04/30/2022,04/30/2022,6,6,0,0,0,0,0,0,8556,8556,0,0,,,,,0,0
21363413,16909,231,iPhone,12/29/2021,12/30/2021,16,16,17,17,0,0,0,0,16146,16146,3043,3043,,,351671397401988,,0,0
22331136,6392,184,"Android, Blackberry, Windows, Other",03/26/2022,03/26/2022,2,2,0,2,833,833,0,0,1288,1288,0,0,1501,1501,,,0,0
21989581,12911,179,Pillows,02/21/2022,02/22/2022,3,3,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22596346,6392,231,iPhone,04/15/2022,04/15/2022,2,2,2,2,0,0,0,0,1288,1288,1580,2119,826,826,,,0,0
22094850,16130,66,Credit or Debit card,03/08/2022,03/08/2022,11,0,0,0,0,97,39,0,8551,8551,0,0,,,,,0,0
22571362,16788,231,iPhone,04/13/2022,04/13/2022,2,3,5,5,0,0,0,0,14445,14445,3044,1268,,,,,0,0
22784178,17266,1,Shirt,04/29/2022,04/29/2022,0,4,0,0,0,0,0,6,18677,18677,0,0,,6547,,,0,0
21826103,6392,149,Pocketbook/Purse,02/13/2022,02/14/2022,9,9,0,0,1709,1709,58,58,1465,1465,0,0,359 ,,,,0,0
21113650,16500,1,Shirt,12/06/2021,12/06/2021,8,8,0,0,0,0,3,0,12454,12454,0,0,,,,,0,0
22753964,7574,181,Charger,04/26/2022,04/26/2022,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23046442,2185,5,Coat - Jacket,05/19/2022,05/19/2022,10,10,0,0,978,0,46,0,11612,11612,0,0,1156,1156,,,0,0
23405337,14066,180,Towels,06/14/2022,06/14/2022,4,11,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21952166,16556,177,Keys,02/20/2022,02/25/2022,0,0,0,0,0,0,0,0,12567,12567,810,810,,,,,0,0
21672806,5894,67,Wallet,01/30/2022,01/30/2022,0,9,0,0,0,997,0,39,1243,1243,0,0,,,,,0,0
22177071,16580,103,Necklace,03/12/2022,03/15/2022,0,0,0,0,0,0,9,9,0,0,0,0,,,,,0,0
22507263,16734,231,iPhone,04/08/2022,04/09/2022,2,2,10,10,0,0,0,0,14722,14722,2119,2119,,,,356799110398531,0,0
23240341,16909,184,"Android, Blackberry, Windows, Other",06/01/2022,06/02/2022,2,2,5,16,829,829,0,0,16146,16146,0,0,,,,,0,0
21723445,16130,231,iPhone,02/04/2022,02/04/2022,6,6,6,6,0,0,0,0,8551,8551,3036,3036,,,,,0,0
22766588,16130,425,Disney MagicBands,04/28/2022,04/28/2022,4,12,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
21742543,2168,177,Keys,02/05/2022,02/06/2022,0,0,0,0,0,0,0,0,13294,13294,0,0,,,,,0,0
21784662,15005,218,iPad,02/10/2022,02/10/2022,1,1,6,6,0,0,0,0,0,0,1250,0,,,,,0,0
22494400,16650,206,Money,04/05/2022,04/05/2022,0,0,0,0,0,0,9,0,22177,25253,0,0,E,,,,0,200.56
23049621,16130,206,Money,05/19/2022,05/20/2022,2,0,0,0,997,0,41,0,8551,8551,0,0,,,,,0,4
21502009,16650,206,Money,12/16/2021,12/17/2021,0,0,0,0,0,0,0,0,22177,25269,0,0,,,,,8.81,8.81
22600441,16130,135,Backpack,04/15/2022,04/15/2022,10,3,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22947738,16650,206,Money,08/06/2021,03/03/2022,14,0,2,0,1387,0,0,0,22177,25245,0,0,,,,,0,70.71
22284405,16650,365,Lunch Bag or Box,03/21/2022,03/21/2022,0,0,0,0,0,0,0,0,22177,25239,0,0,,,,,0,0
22077103,16848,218,iPad,03/06/2022,03/07/2022,4,2,0,10,0,0,0,0,15284,15284,0,1248,,,,,0,0
21558607,2198,217,Not Listed,01/21/2022,01/17/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23407980,16986,211,Kindle or eReader Device,06/14/2022,06/14/2022,2,2,4,4,1013,0,0,0,17229,17229,0,0,,,,,0,0
22468791,16650,464,Stationery Supplies,04/01/2022,04/01/2022,0,0,0,0,0,0,0,0,22177,25243,0,0,,,,,0,0
21629298,16130,425,Disney MagicBands,01/21/2022,01/25/2022,12,3,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
22081604,6392,183,Laptop,03/06/2022,03/07/2022,3,3,0,0,822,822,0,0,1288,1288,0,0,1753,,,,0,0
23608780,16130,66,Credit or Debit card,06/27/2022,06/27/2022,0,0,0,0,97,97,0,0,8554,8554,0,0,,,,,0,0
21573289,16910,191,Cables,01/15/2022,01/19/2022,2,2,0,0,0,0,0,0,16173,16173,0,0,,,,,0,0
22777288,16650,272,Pouch,04/28/2022,04/29/2022,11,11,0,0,0,0,0,0,22177,25251,0,0,"MTA harlem line, or the L train or the 6 train.",,,,0,0
21569351,16788,5,Coat - Jacket,01/14/2022,01/18/2022,2,2,0,0,0,0,47,3,14452,14452,0,0,,,,,0,0
22102541,16650,177,Keys,03/02/2022,03/02/2022,6,0,0,0,0,0,59,0,22177,25235,0,809,M 57,,,,0,0
22420378,2474,67,Wallet,04/02/2022,04/02/2022,3,3,0,0,1675,1675,39,39,1025,1025,0,0,UA52,5221,,,0,0
21517020,16685,135,Backpack,01/08/2022,01/14/2022,2,4,0,0,0,0,0,0,13971,13971,0,0,,,,,0,0
21836677,16650,65,Drivers License,02/12/2022,02/12/2022,0,0,0,0,0,0,0,0,25249,25249,130,130,B29,,,,0,0
23335713,16885,248,ID Card - State Issued,06/08/2022,06/08/2022,9,0,0,0,1656,0,39,0,15570,15570,0,0,0727,711,,,0,0
21975784,16790,65,Drivers License,02/27/2022,02/27/2022,0,0,0,0,97,0,0,0,14467,14467,0,121,,,,,0,0
22373132,18193,348,Pillow Case,03/28/2022,03/29/2022,0,4,0,0,0,0,0,0,29576,29576,0,0,,,,,0,0
23311729,4010,1,Shirt,06/06/2022,06/07/2022,2,0,0,0,438,0,8,0,0,0,0,0,24113,24113,,,0,0
21935200,17140,194,Earbuds,02/23/2022,02/23/2022,1,1,0,0,0,0,0,0,17407,17407,0,0,,,,,0,0
22350045,17471,231,iPhone,03/27/2022,03/27/2022,14,8,17,17,0,0,0,0,21122,21122,3044,0,,,359984987619287,,0,0
21085735,14722,3,Belt,12/04/2021,12/05/2021,4,4,0,0,0,0,0,0,6934,7107,0,0,184,,,,0,0
23118993,16650,248,ID Card - State Issued,05/11/2022,05/21/2022,0,0,0,0,695,0,0,0,22177,25249,0,0,,,,,0,0
22020560,5894,67,Wallet,03/01/2022,03/02/2022,0,2,0,0,0,0,10,0,1246,1246,0,0,,,,,0,0
22274912,16650,66,Credit or Debit card,03/20/2022,03/21/2022,0,0,0,0,0,97,0,0,25235,25235,0,0,M72,,,,0,0
21519989,3307,177,Keys,01/14/2022,01/14/2022,0,0,0,0,0,0,0,0,0,0,810,810,,,,,0,0
21674087,13815,1,Shirt,01/29/2022,01/30/2022,3,0,0,0,0,0,48,0,0,0,0,0,,,,,0,0
21834063,16650,460,ID Card - Student,02/09/2022,02/07/2022,0,0,0,0,696,0,0,0,22177,25236,0,0,,,,,0,0
23288038,16650,461,Benefit or Insurance Card,05/20/2022,05/24/2022,0,0,0,0,98,0,0,0,22177,25250,0,0,,,,,0,0
22177139,16650,248,ID Card - State Issued,03/14/2022,03/05/2022,9,0,0,0,0,0,63,0,22177,25242,0,0,S79,,,,0,0
21713381,6392,218,iPad,02/01/2022,02/03/2022,3,2,4,4,0,0,0,0,1288,1288,0,1249,892,,,DMPFME20Q16Q,0,0
22516860,16520,5,Coat - Jacket,04/09/2022,04/09/2022,0,2,0,0,0,978,0,0,12178,12178,0,0,,,,,0,0
22022601,16130,66,Credit or Debit card,03/02/2022,03/02/2022,0,0,0,0,97,97,0,0,8554,8554,0,0,,,,,0,0
22543642,2168,5,Coat - Jacket,04/10/2022,04/11/2022,10,0,0,0,2828,0,39,0,13296,13296,0,0,,,,,0,0
23381623,6392,65,Drivers License,06/12/2022,06/12/2022,0,0,0,0,98,0,0,0,13319,1294,0,0,105,,,,0,0
21471080,2474,67,Wallet,01/08/2022,01/09/2022,9,2,0,0,0,997,39,39,28762,28762,0,0,UA 187,ua187,,,0,0
23107010,16650,461,Benefit or Insurance Card,05/22/2022,05/22/2022,0,0,0,0,0,0,0,0,22177,25239,0,0,B46,,,,0,0
22381731,5894,206,Money,03/30/2022,03/30/2022,0,0,0,0,808,0,31,0,1243,1243,0,0,,,,,0,200
22419304,6392,231,iPhone,03/29/2022,04/02/2022,16,8,11,11,0,0,0,0,1377,1377,3026,3042,,,F2LFN1690D49,,0,0
22815877,8110,231,iPhone,05/01/2022,05/02/2022,2,2,2,2,0,0,0,0,0,0,1257,0,,,,,0,0
22732795,17412,181,Charger,04/24/2022,04/25/2022,0,1,0,0,0,0,0,0,20134,20134,0,0,,,,,0,0
22649587,16130,212,Toy,04/19/2022,04/19/2022,0,0,0,0,0,0,0,0,8552,8552,1012,0,,,,,0,0
21526665,2474,183,Laptop,01/13/2022,01/15/2022,3,0,0,0,0,0,0,0,952,952,0,0,2236,,C02CMS73ML7H,,0,
21288425,16130,47,Cap,11/18/2021,12/24/2021,4,4,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
22296978,16885,182,Tablet,03/15/2022,03/13/2022,8,1,0,0,83,83,0,0,15586,15586,0,0,2507,WS2507,,R52HA0DQQGY,0,0
21607401,16130,66,Credit or Debit card,01/22/2022,01/23/2022,0,0,0,0,0,98,0,0,8551,8551,0,0,,,,,0,0
23534896,16650,135,Backpack,06/08/2022,06/09/2022,0,2,0,0,0,0,0,0,22177,25257,809,0,,,,,0,0
22776705,12899,304,Birth Certificate,04/28/2022,04/29/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23208531,7322,1,Shirt,05/30/2022,05/30/2022,0,1,0,0,0,0,0,0,1902,1902,0,0,4154,4154,,,0,0
23407289,7322,6,Dress -  Skirt,06/10/2022,06/13/2022,0,11,0,0,0,0,0,3,1901,1901,0,0,6076,6076,,,0,0
23299277,16130,66,Credit or Debit card,06/06/2022,06/06/2022,4,0,0,0,0,98,39,0,8552,8552,0,0,,,,,0,0
22793620,16556,231,iPhone,04/29/2022,04/30/2022,4,4,17,17,0,0,0,0,12567,12567,3025,3025,,,,,0,0
22443226,16130,65,Drivers License,04/02/2022,04/04/2022,0,0,0,0,0,0,0,0,8552,8552,109,109,,,,,0,0
23330593,16912,66,Credit or Debit card,06/08/2022,06/08/2022,0,0,0,0,696,696,0,0,16410,16410,0,0,,,,,0,0
22511005,17459,113,Electric toothbrush,04/08/2022,04/09/2022,1,1,1,1,2062,725,0,0,0,0,0,0,,,,,0,0
21749806,16650,206,Money,01/30/2022,01/30/2022,0,0,0,0,0,0,0,0,22177,25259,0,0,,,,,0,251
22736858,16734,67,Wallet,04/25/2022,04/25/2022,4,9,0,0,0,0,39,39,14756,14756,0,0,,,,,0,0
22154165,13493,5,Coat - Jacket,03/13/2022,03/13/2022,2,2,0,0,0,0,8,6,16471,16471,0,0,,,,,0,0
21999765,6392,68,Passport,02/26/2022,02/28/2022,0,0,0,0,0,0,0,0,1288,1288,403,403,2803,,,,0,0
22740289,16130,425,Disney MagicBands,04/26/2022,04/26/2022,12,12,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
21433394,16650,66,Credit or Debit card,12/23/2021,12/23/2021,0,0,0,0,0,98,0,0,22177,25239,0,0,,,,,0,0
21763258,17791,5,Coat - Jacket,02/06/2022,02/06/2022,2,2,0,0,1047,1047,5,0,25893,25893,0,0,6111,6111,,,0,0
21375326,18129,181,Charger,12/31/2021,12/31/2021,1,1,0,0,0,0,0,0,28478,28478,0,0,,,,,0,0
23550250,16650,362,Tote,06/17/2022,06/17/2022,0,2,0,0,0,0,0,0,22177,25259,0,0,Q43,,,,0,0
21341465,16130,207,Giftcard,12/29/2021,12/28/2021,0,0,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
22406237,6392,182,Tablet,03/31/2022,03/31/2022,1,1,4,4,0,1013,0,0,1460,1460,1275,0,481,481,,,0,0
22387960,17471,66,Credit or Debit card,03/30/2022,03/30/2022,2,0,0,0,0,696,0,0,21122,21122,0,0,,,,,0,0
21943360,5894,67,Wallet,02/23/2022,02/24/2022,9,9,0,0,2561,2561,39,39,1255,1255,0,0,,,,,0,0
22777288,16650,66,Credit or Debit card,04/28/2022,04/29/2022,0,0,0,0,98,98,0,0,22177,25251,0,0,"MTA harlem line, or the L train or the 6 train.",,,,0,0
21566046,6392,231,iPhone,01/18/2022,01/19/2022,14,2,2,12,0,0,0,0,1288,1288,3045,1268,AA12,1290,,,0,0
23398006,3307,231,iPhone,06/11/2022,06/13/2022,4,2,0,0,0,0,0,0,0,0,3042,3042,,,K4fd2mw1vh,358091653167368,0,0
22537331,16130,47,Cap,04/10/2022,04/11/2022,4,4,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22729295,16130,66,Credit or Debit card,04/25/2022,04/25/2022,2,0,0,0,997,95,39,0,8551,8551,0,0,,,,,0,0
21758957,16130,65,Drivers License,02/07/2021,02/08/2022,0,0,0,0,0,0,0,0,8552,8552,113,113,,,,,0,0
22230847,16510,72,Medical Prescriptions,03/19/2022,03/19/2022,0,0,0,0,998,998,0,0,19881,19881,0,0,,,,,0,0
22407238,16130,318,ID Card - Military,04/01/2022,04/01/2022,2,0,0,0,0,0,39,0,8554,8554,0,0,,,,,0,0
22581112,8110,181,Charger,04/13/2022,04/14/2022,4,2,0,0,2058,0,0,0,0,0,0,0,,,,,0,0
22785589,16130,131,Purse or Bag,04/29/2022,04/29/2022,4,4,0,0,0,0,64,0,8552,8552,0,0,,,,,0,0
21432101,16650,67,Wallet,01/01/2022,01/01/2022,0,11,0,0,694,0,0,39,25246,25246,0,0,,,,,0,0
22944992,16650,143,Sunglasses,05/05/2022,05/08/2022,2,2,0,0,824,0,0,0,22177,25246,0,0,N train,,,,0,0
23024348,16130,231,iPhone,05/14/2022,05/17/2022,14,1,9,9,0,0,0,0,8551,8551,3026,3026,,,,,0,0
21407223,2198,231,iPhone,01/02/2022,01/02/2022,0,16,14,17,0,0,0,0,0,0,2119,0,,,,,0,0
23405541,16650,395,Social Security Card,06/10/2022,06/10/2022,2,0,0,0,0,0,62,0,22177,25269,0,0,7 train and 5 train,,,,0,0
23464627,11422,55,Book,06/18/2022,06/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22452949,16130,231,iPhone,04/04/2022,04/04/2022,2,0,2,0,833,0,0,0,8554,8554,0,0,,,350039083002232,,0,
21986021,16130,66,Credit or Debit card,02/27/2022,02/27/2022,0,0,0,0,996,98,0,0,8551,8551,0,0,,,,,0,0
22589086,16130,47,Cap,04/14/2022,04/15/2022,6,6,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22674522,16909,66,Credit or Debit card,04/20/2022,04/21/2022,0,0,0,0,996,996,0,0,16146,16146,0,0,,,,,0,0
23193067,13975,67,Wallet,05/30/2022,05/30/2022,4,10,0,0,997,0,39,0,0,0,0,0,,,,,0,0
22848896,13491,386,Electronics - Other,05/04/2022,05/04/2022,2,10,4,0,0,0,0,0,0,0,1580,0,,,,,0,0
22716821,13639,5,Coat - Jacket,04/24/2022,04/24/2022,1,1,0,0,989,0,0,0,0,0,0,0,,,,,0,0
22480755,2474,231,iPhone,03/04/2022,03/05/2022,3,3,5,4,0,0,0,0,947,947,3026,0,2123,,,,0,0
22514360,2474,211,Kindle or eReader Device,04/08/2022,04/09/2022,2,4,4,4,0,0,0,0,947,947,1273,1274,579,,G000PP12923603CT,,0,0
22390708,17968,66,Credit or Debit card,03/28/2022,03/31/2022,0,0,0,0,0,694,0,0,27578,27578,104,0,,,,,0,0
23265954,16912,218,iPad,06/04/2022,06/04/2022,4,3,4,2,0,0,0,0,16191,16191,1248,0,,,,,0,0
21628376,16909,149,Pocketbook/Purse,01/26/2022,01/25/2022,2,2,0,0,0,0,0,60,16146,16146,1782,0,,,,,0,0
23447527,16650,527,Vaccine Card,06/07/2022,06/07/2022,0,0,0,0,0,0,0,0,22177,25243,0,0,,,,,0,0
22702069,17017,67,Wallet,04/23/2022,04/23/2022,0,0,0,0,0,0,0,0,19080,19061,0,0,,,,,10,0
23059952,16130,431,Disney Souvenir,05/19/2022,05/19/2022,4,4,0,0,0,0,19,0,8552,8552,0,0,,,,,0,0
21567668,16650,67,Wallet,01/15/2022,01/16/2022,2,2,0,0,0,0,39,39,22177,25248,0,0,Bx39,,,,0,0
21613008,16781,67,Wallet,01/23/2022,01/24/2022,10,1,0,0,978,1606,3,39,14380,14380,0,0,,,,,0,0
22128740,18374,272,Pouch,03/10/2022,03/11/2022,0,16,0,0,0,0,0,0,32187,32187,0,0,,,,,0,0
23404255,4389,184,"Android, Blackberry, Windows, Other",06/13/2022,06/13/2022,2,2,0,0,833,833,0,0,1190,1190,0,0,,,,,0,0
21572990,16130,67,Wallet,01/19/2022,01/19/2022,12,12,0,0,0,0,40,40,8554,8554,0,0,,,,,0,0
21391502,16498,218,iPad,12/27/2021,01/01/2022,16,1,16,11,0,0,0,0,12341,12341,1797,1248,,,,,0,0
21635130,16188,194,Earbuds,01/25/2022,01/26/2022,0,2,0,0,1184,1778,36,0,8810,8810,0,0,,,,,0,0
23211480,3216,1,Shirt,05/30/2022,05/30/2022,2,0,0,0,2920,0,3,0,0,0,0,0,,,,,0,0
22252136,16130,207,Giftcard,03/20/2022,03/20/2022,12,0,0,0,0,0,64,0,8551,8551,0,0,,,,,0,0
22485941,16130,184,"Android, Blackberry, Windows, Other",04/07/2022,04/07/2022,2,2,6,3,833,833,0,0,8554,8554,0,0,,,,,0,0
21547053,2474,211,Kindle or eReader Device,01/15/2022,01/17/2022,5,2,5,5,0,0,0,0,951,951,1273,0,2444,,,B0D42204341607SJ,0,0
22508527,7322,181,Charger,04/08/2022,04/08/2022,1,1,0,0,725,0,0,0,1898,1898,0,0,7610,RM#7610,,,0,0
22431645,17791,5,Coat - Jacket,04/02/2022,04/02/2022,2,2,0,0,1049,1049,48,0,25906,25906,0,0,030,10030,,,0,0
22221168,1028,116,Shampoo,03/17/2022,03/18/2022,0,0,0,0,0,0,0,0,13123,13123,0,0,,,,,0,0
23099560,14722,65,Drivers License,05/21/2022,05/21/2022,0,0,0,0,0,0,0,0,7086,7086,154,154,8028,,,,0,0
22785589,16130,206,Money,04/29/2022,04/29/2022,4,0,0,0,0,0,64,0,8552,8552,0,0,,,,,0,38
22946118,16650,135,Backpack,11/12/2021,11/21/2021,1,2,0,0,0,0,0,0,25270,25270,0,0,,,,,0,0
22090124,17316,206,Money,03/06/2022,03/08/2022,0,0,0,0,996,0,0,0,20194,20194,0,0,,,,,0,93
22259512,18172,178,Blankets,03/18/2022,03/18/2022,0,4,0,0,0,0,0,0,31674,31674,0,0,11010,11010,,,,0
22542729,8110,66,Credit or Debit card,04/10/2022,04/11/2022,0,0,0,0,0,97,0,0,0,0,0,0,,,,,0,0
22311504,7319,331,High heels,03/24/2022,03/25/2022,0,2,0,0,0,0,0,0,0,0,0,0,573P(level 5),573P,,,0,0
21440485,16130,212,Toy,01/08/2022,01/06/2022,0,0,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
21570635,3307,231,iPhone,12/15/2021,01/08/2022,4,4,17,17,0,0,0,0,0,0,3026,3026,,,,356717115042813,0,0
22726141,18172,174,Rosary,04/22/2022,04/22/2022,3,3,0,0,0,0,0,0,32512,32469,0,0,9101,7101,,,0,0
